"TIME","GEO","UNIT","NA_ITEM","Value"
"2013","Euro area (12 countries)","Chain linked volumes (2010), million euro","Final consumption expenditure of NPISH","138,292.9"
"2013","Euro area (12 countries)","Chain linked volumes (2010), million euro","Gross capital formation","1,845,809.6"
"2013","Euro area (12 countries)","Chain linked volumes (2010), million euro","External balance of goods and services",":"
"2013","Belgium","Chain linked volumes, index 2010=100","Gross domestic product at market prices","102.2"
"2013","Belgium","Chain linked volumes, index 2010=100","Final consumption expenditure","102.1"
"2013","Belgium","Chain linked volumes, index 2010=100","Final consumption expenditure of NPISH","97.5"
"2013","Belgium","Chain linked volumes, index 2010=100","Gross capital formation","101.4"
"2013","Belgium","Chain linked volumes, index 2010=100","External balance of goods and services",":"
"2013","Belgium","Current prices, million euro","Gross domestic product at market prices","392,339.8"
"2013","Belgium","Current prices, million euro","Final consumption expenditure","300,471.9"
"2013","Belgium","Current prices, million euro","Final consumption expenditure of NPISH","4,961.2"
"2013","Belgium","Current prices, million euro","Gross capital formation","86,995.2"
"2013","Belgium","Current prices, million euro","External balance of goods and services","4,872.7"
"2013","Belgium","Chain linked volumes (2010), million euro","Gross domestic product at market prices","373,286.3"
"2013","Belgium","Chain linked volumes (2010), million euro","Final consumption expenditure","281,484.8"
"2013","Belgium","Chain linked volumes (2010), million euro","Final consumption expenditure of NPISH","4,625.1"
"2013","Belgium","Chain linked volumes (2010), million euro","Gross capital formation","83,978.9"
"2013","Belgium","Chain linked volumes (2010), million euro","External balance of goods and services",":"
"2013","Bulgaria","Chain linked volumes, index 2010=100","Gross domestic product at market prices","102.8"
"2013","Bulgaria","Chain linked volumes, index 2010=100","Final consumption expenditure","102.1"
"2013","Bulgaria","Chain linked volumes, index 2010=100","Final consumption expenditure of NPISH","107.6"
"2013","Bulgaria","Chain linked volumes, index 2010=100","Gross capital formation","95.9"
"2013","Bulgaria","Chain linked volumes, index 2010=100","External balance of goods and services",":"
"2013","Bulgaria","Current prices, million euro","Gross domestic product at market prices","42,011.5"
"2013","Bulgaria","Current prices, million euro","Final consumption expenditure","33,218.4"
"2013","Bulgaria","Current prices, million euro","Final consumption expenditure of NPISH","179.6"
"2013","Bulgaria","Current prices, million euro","Gross capital formation","8,965.2"
"2013","Bulgaria","Current prices, million euro","External balance of goods and services","-172.2"
"2013","Bulgaria","Chain linked volumes (2010), million euro","Gross domestic product at market prices","39,310.7"
"2013","Bulgaria","Chain linked volumes (2010), million euro","Final consumption expenditure","31,330.2"
"2013","Bulgaria","Chain linked volumes (2010), million euro","Final consumption expenditure of NPISH","161.5"
"2013","Bulgaria","Chain linked volumes (2010), million euro","Gross capital formation","8,274.9"
"2013","Bulgaria","Chain linked volumes (2010), million euro","External balance of goods and services",":"
"2013","Czech Republic","Chain linked volumes, index 2010=100","Gross domestic product at market prices","100.5"
"2013","Czech Republic","Chain linked volumes, index 2010=100","Final consumption expenditure","98.9"
"2013","Czech Republic","Chain linked volumes, index 2010=100","Final consumption expenditure of NPISH","104.6"
"2013","Czech Republic","Chain linked volumes, index 2010=100","Gross capital formation","92.8"
"2013","Czech Republic","Chain linked volumes, index 2010=100","External balance of goods and services",":"
"2013","Czech Republic","Current prices, million euro","Gross domestic product at market prices","157,741.6"
"2013","Czech Republic","Current prices, million euro","Final consumption expenditure","109,739.6"
"2013","Czech Republic","Current prices, million euro","Final consumption expenditure of NPISH","1,092.5"
"2013","Czech Republic","Current prices, million euro","Gross capital formation","38,910.2"
"2013","Czech Republic","Current prices, million euro","External balance of goods and services","9,091.8"
"2013","Czech Republic","Chain linked volumes (2010), million euro","Gross domestic product at market prices","157,463.3"
"2013","Czech Republic","Chain linked volumes (2010), million euro","Final consumption expenditure","108,136.3"
"2013","Czech Republic","Chain linked volumes (2010), million euro","Final consumption expenditure of NPISH","1,122.3"
"2013","Czech Republic","Chain linked volumes (2010), million euro","Gross capital formation","39,438.1"
"2013","Czech Republic","Chain linked volumes (2010), million euro","External balance of goods and services",":"
"2013","Denmark","Chain linked volumes, index 2010=100","Gross domestic product at market prices","102.5"
"2013","Denmark","Chain linked volumes, index 2010=100","Final consumption expenditure","100.7"
"2013","Denmark","Chain linked volumes, index 2010=100","Final consumption expenditure of NPISH","104.6"
"2013","Denmark","Chain linked volumes, index 2010=100","Gross capital formation","111.5"
"2013","Denmark","Chain linked volumes, index 2010=100","External balance of goods and services",":"
"2013","Denmark","Current prices, million euro","Gross domestic product at market prices","258,742.7"
"2013","Denmark","Current prices, million euro","Final consumption expenditure","190,697.8"
"2013","Denmark","Current prices, million euro","Final consumption expenditure of NPISH","3,989.6"
"2013","Denmark","Current prices, million euro","Gross capital formation","50,948.5"
"2013","Denmark","Current prices, million euro","External balance of goods and services","17,096.4"
"2013","Denmark","Chain linked volumes (2010), million euro","Gross domestic product at market prices","249,279.2"
"2013","Denmark","Chain linked volumes (2010), million euro","Final consumption expenditure","183,580.8"
"2013","Denmark","Chain linked volumes (2010), million euro","Final consumption expenditure of NPISH","3,923.3"
"2013","Denmark","Chain linked volumes (2010), million euro","Gross capital formation","49,023.5"
"2013","Denmark","Chain linked volumes (2010), million euro","External balance of goods and services",":"
"2013","Germany (until 1990 former territory of the FRG)","Chain linked volumes, index 2010=100","Gross domestic product at market prices","104.7"
"2013","Germany (until 1990 former territory of the FRG)","Chain linked volumes, index 2010=100","Final consumption expenditure","103.4"
"2013","Germany (until 1990 former territory of the FRG)","Chain linked volumes, index 2010=100","Final consumption expenditure of NPISH","120.0"
"2013","Germany (until 1990 former territory of the FRG)","Chain linked volumes, index 2010=100","Gross capital formation","101.8"
"2013","Germany (until 1990 former territory of the FRG)","Chain linked volumes, index 2010=100","External balance of goods and services",":"
"2013","Germany (until 1990 former territory of the FRG)","Current prices, million euro","Gross domestic product at market prices","2,826,240.0"
"2013","Germany (until 1990 former territory of the FRG)","Current prices, million euro","Final consumption expenditure","2,106,353.0"
"2013","Germany (until 1990 former territory of the FRG)","Current prices, million euro","Final consumption expenditure of NPISH","50,875.0"
"2013","Germany (until 1990 former territory of the FRG)","Current prices, million euro","Gross capital formation","551,462.0"
"2013","Germany (until 1990 former territory of the FRG)","Current prices, million euro","External balance of goods and services","168,425.0"
"2013","Germany (until 1990 former territory of the FRG)","Chain linked volumes (2010), million euro","Gross domestic product at market prices","2,700,806.8"
"2013","Germany (until 1990 former territory of the FRG)","Chain linked volumes (2010), million euro","Final consumption expenditure","2,004,586.9"
"2013","Germany (until 1990 former territory of the FRG)","Chain linked volumes (2010), million euro","Final consumption expenditure of NPISH","47,149.9"
"2013","Germany (until 1990 former territory of the FRG)","Chain linked volumes (2010), million euro","Gross capital formation","515,360.0"
"2013","Germany (until 1990 former territory of the FRG)","Chain linked volumes (2010), million euro","External balance of goods and services",":"
"2013","Estonia","Chain linked volumes, index 2010=100","Gross domestic product at market prices","114.4"
"2013","Estonia","Chain linked volumes, index 2010=100","Final consumption expenditure","110.7"
"2013","Estonia","Chain linked volumes, index 2010=100","Final consumption expenditure of NPISH","122.7"
"2013","Estonia","Chain linked volumes, index 2010=100","Gross capital formation","149.4"
"2013","Estonia","Chain linked volumes, index 2010=100","External balance of goods and services",":"
"2013","Estonia","Current prices, million euro","Gross domestic product at market prices","18,932.3"
"2013","Estonia","Current prices, million euro","Final consumption expenditure","13,305.9"
"2013","Estonia","Current prices, million euro","Final consumption expenditure of NPISH","280.7"
"2013","Estonia","Current prices, million euro","Gross capital formation","5,094.1"
"2013","Estonia","Current prices, million euro","External balance of goods and services","532.3"
"2013","Estonia","Chain linked volumes (2010), million euro","Gross domestic product at market prices","16,836.5"
"2013","Estonia","Chain linked volumes (2010), million euro","Final consumption expenditure","11,784.9"
